fcltynm,mt10id,mt13cnt,fcltychartr,opende,seatscale,telno,relateurl,adres,la,lo,restaurant,cafe,store,nolibang,suyu,parkbarrier,restbarrier,runwbarrier,elevbarrier,parkinglot,mt13s
국립정동극장 세실 (구.세실극장),FC001125,1,국립,1976,234,02-765-7500,https://www.jeongdong.or.kr/portal/main/main.do,서울특별시 중구 세종대로19길 16 (정동),37.5667701,126.97608230000003,N,N,N,N,N,N,N,N,N,N,"
            "
트라이보울,FC001696,3,공공(문예회관),2010,335,032-832-7994,http://www.tribowl.kr/,인천광역시 연수구 인천타워대로 250 (송도동) (재)인천문화재단 트라이보울,37.3940776,126.63503560000004,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
쌍용아파트,FC004040,1,기타(비공연장), ,0, , ,"서울특별시 동대문구 한천로58길 47 (이문동, 쌍용아파트) 상가동 305호",37.6007508,127.0687695,N,N,N,N,Y,N,N,N,N,N,"
            "
연극플레이스 혜화,FC003098,1,민간(대학로), ,162, , ,서울특별시 종로구 대학로8가길 111(동숭동),37.5809723,127.003528,N,N,N,N,N,N,N,N,N,N,"
            "
의정부예술의전당,FC000019,2,공공(문예회관),2001,1258,031-828-5841,https://www.uac.or.kr/,경기도 의정부시 의정로 1 (의정부동),37.7334125,127.03436779999993,N,Y,N,Y,N,Y,N,Y,Y,Y,"
            "
유스퀘어 문화관,FC000320,2,민간(대학로 외),2009,559,062-360-8434,http://www.usquareculture.co.kr/,광주광역시 서구 무진대로 904 (광천동),35.1603307,126.87933959999998,N,N,N,N,N,Y,Y,N,Y,Y,"
            "
신세계 문화홀 8층 [대구],FC001613,1,민간(대학로 외),2016,450,053-661-1510,https://www.shinsegae.com/culture/culturehall/about.do,대구광역시 동구 동부로 149 (신천동),35.8778124,128.62845270000003,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,"
            "
창동극장,FC001329,1,민간(대학로 외),2014,100,070-8749-3205,http://cdt.modoo.at/,서울특별시 도봉구 노해로 391 (창동),37.6527874,127.05159359999993,N,N,N,N,N,N,N,N,N,N,"
            "
13블럭 소극장,FC003668,1,민간(대학로 외),2023,60,010-7720-8607,https://www.instagram.com/play_block13/,경기도 고양시 일산동구 강촌로26번길 7-21 (백석동),37.6470888,126.7801102,N,N,N,N,N,N,N,N,N,Y,"
            "
영산대학교 [해운대],FC003735,1,민간(대학로 외),2005,300,051-540-7000,https://www.ysu.ac.kr/kor/Main.do,부산광역시 해운대구 반송순환로 142 (반송동),35.2241543,129.1590647,N,Y,Y,N,N,N,N,N,N,Y,"
            "
마을극장 흰고무신,FC004045,1,공공(기타), ,0, , ,서울특별시 도봉구 시루봉로15마길 13 (방학동),37.6681272,127.0315428,N,N,N,N,N,N,N,N,N,N,"
            "
서산문화원,FC002086,1,공공(기타),1965,220,041-669-5050,http://www.cnkccf.or.kr/seosan.do,충청남도 서산시 부춘공원2로 11 (읍내동) ,36.7867298,126.4489674,N,N,N,N,N,Y,Y,N,N,Y,"
            "
호암예술관,FC000407,1,공공(기타),2006,291,043-870-7832,http://www.cjfmc.or.kr/homepage/guide/guide_sub01_02,충청북도 충주시 중원대로 3306 (호암동),36.9631902,127.92561679999994,N,N,N,N,Y,Y,Y,Y,Y,Y,"
            "
예울마루,FC000826,3,공공(문예회관),2012,1323,00-1544-7669,https://www.yeulmaru.org/,전라남도 여수시 예울마루로 100 (시전동),34.7498095,127.66498990000002,N,Y,N,N,Y,Y,Y,Y,Y,Y,"
            "
디너씨어터,FC004164,1,민간(대학로 외), ,0, , ,서울특별시 송파구 백제고분로48길 7 (방이동),37.5116556,127.1141774,N,N,N,N,N,N,N,N,N,N,"
            "
김천시문화예술회관,FC001108,3,공공(문예회관),2000,1428,054-420-7820,http://www.gcart.go.kr/,경상북도 김천시 운동장길 3 (삼락동),36.1382834,128.08868029999996,N,Y,N,N,N,Y,Y,Y,Y,Y,"
            "
반쥴,FC002361,1,기타(비공연장), ,70,02-735-5437,http://www.banjul.co.kr/,서울특별시 종로구 삼일대로17길 23 (관철동) ,37.5690724,126.9861858,N,Y,N,N,N,N,N,N,N,N,"
            "
빛고을아트스페이스,FC003995,1,공공(문예회관), ,100,062-670-7931,http://bitculture.gjcf.or.kr/,광주광역시 남구 천변좌로338번길 7 (구동),35.1479059,126.9078967,N,N,N,N,N,N,N,N,N,N,"
            "
나빌레라 소극장,FC003594,1,민간(대학로 외), ,0, , ,충청남도 홍성군 홍성읍 조양로143번길 38,36.6033318,126.6665188,N,N,N,N,N,N,N,N,N,N,"
            "
공간 불모지,FC004108,1,기타(비공연장), ,0, ,https://www.instagram.com/bullmoji,인천광역시 연수구 샘말로8번길 11 (연수동),37.4117176,126.6784477,N,N,N,N,N,N,N,N,N,N,"
            "
뉴컬쳐커피 [김포],FC004157,1,기타(비공연장), ,20, , ,경기도 김포시 김포한강1로 238 (운양동),37.6527341,126.6831625,N,N,N,N,N,N,N,N,N,N,"
            "
도곡2문화센터,FC001100,1,공공(기타),2010,138,02-2176-0743, ,서울특별시 강남구 남부순환로378길 34-9 (도곡동),37.4837128,127.04643740000006,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
익산예술의전당,FC001356,1,공공(문예회관),2015,1202,063-859-3254,http://arts.iksan.go.kr/index.iksan,전라북도 익산시 동서로 490 (어양동),35.9515526,126.9869056,Y,Y,N,Y,N,Y,Y,Y,Y,Y,"
            "
태백문화예술회관,FC000375,3,공공(문예회관),2003,1605,033-552-1360,http://www.taebaek.go.kr/www/contents.do?key=495,강원특별자치도 태백시 고원로 203 (황지동),37.1719185,128.9880057,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
춘천시공연예술창업지원센터,FC004106,1,공공(기타), ,0,033-259-5892,https://www.thehab.co.kr/html/main/index.php,강원특별자치도 춘천시 영서로 3035 (사농동),37.9231818,127.7205112,N,N,N,N,N,N,N,N,N,N,"
            "
선돌극장,FC000362,1,민간(대학로),2007,130,02-747-3226, ,서울특별시 종로구 혜화로5길 5 (명륜1가),37.5867715,126.99974999999995,N,N,N,N,N,N,N,N,N,N,"
            "
CJ아지트 대학로 (구. SM아트홀),FC000098,1,민간(대학로),2016,190,02-726-7967,https://www.cjazit.org/cjazit,서울특별시 종로구 대학로12길 69 (동숭동),37.5809629,127.00394989999995,Y,N,N,N,N,N,N,N,N,N,"
            "
경기상상캠퍼스 M3,FC001836,3,공공(기타),2016,276,031-296-1980,http://sscampus.kr/,경기도 수원시 권선구 서둔로 166 (서둔동) ,37.2629491,126.9817372,N,Y,N,N,N,Y,N,N,N,Y,"
            "
미로센터 2관(구.궁동예술극장),FC000430,1,공공(기타),2002,83,062-222-7716,https://www.donggu.kr/board.es?mid=a90307010200&bid=0035,광주광역시 동구 예술길 18-1 (궁동),35.1500476,126.91817839999999,N,N,N,N,N,N,N,N,N,N,"
            "
남동소래아트홀,FC000214,2,공공(문예회관),2011,2235,032-427-8401,http://www.namdongarts.kr/,인천광역시 남동구 아암대로1437번길 32 (논현동),37.3874966,126.72463809999999,N,N,N,N,N,Y,N,N,N,Y,"
            "
우란2경,FC002016,2,민간(대학로 외),2014,120,02-465-1418,http://www.wooranfdn.org/about/space.jsp,서울특별시 성동구 연무장7길 11 (성수동2가),37.5438039,127.0544279,N,N,N,N,N,N,N,N,N,Y,"
            "
대전평송청소년문화센터,FC000323,2,공공(기타),1997,1105,042-480-1622,http://www.pyoungsong.com/,대전광역시 서구 둔산대로 201 (만년동),36.365688,127.39157390000003,Y,Y,N,N,N,N,N,N,N,Y,"
            "
스카이아트홀,FC003373,1,민간(대학로 외),2022,987,02-2657-9757,https://skyarthall.modoo.at,서울특별시 강서구 화곡로63길 65(등촌동),37.5579738,126.8491891,N,N,N,N,N,N,N,N,N,N,"
            "
청학아트홀,FC003032,1,공공(기타), ,222, ,https://www.yeonsu.go.kr/culture/reservation/cheonghak/rental.asp,인천광역시 연수구 비류대로 299(청학동),37.4263057,126.6676686,N,N,N,N,N,N,N,N,N,Y,"
            "
스튜디오 QDA(구. 춤공장),FC001425,1,민간(대학로 외),2013,20,010-6228-5952,http://blog.daum.net/ironworksplay,서울특별시 영등포구 도림로126길 1 (문래동3가),37.5176033,126.89528900000005,N,N,N,N,N,N,N,N,N,N,"
            "
단양군문화예술회관,FC001747,1,공공(문예회관),1986,656,043-420-2557,https://www.danyang.go.kr/culture/%EB%A9%94%EC%9D%B8,충청북도 단양군 단양읍 중앙1로 32,36.9855794,128.3680875,N,N,N,N,N,Y,N,N,N,Y,"
            "
평택시남부문예회관,FC000934,2,공공(문예회관),1993,862,031-8024-5411,http://www.pyeongtaek.go.kr/pyeongtaek/contents.do?mId=0601060300,경기도 평택시 중앙로 277 (비전동),36.9909219,127.11427630000003,N,N,N,N,N,Y,Y,N,N,Y,"
            "
춘천인형극장,FC000680,6,공공(문예회관),2001,1443,033-242-8450,http://www.cccf.or.kr/designer/skin/cafacility/puppetmain.html,강원도 춘천시 영서로 3017 (사농동),37.9210964,127.7199971,N,Y,N,N,N,Y,Y,Y,N,Y,"
            "
한국전통문화전당,FC001302,2,공공(기타),2015,728,063-281-1500,http://www.ktcc.or.kr,전라북도 전주시 완산구 현무1길 20,35.8206769,127.14828209999996,N,N,N,N,Y,Y,Y,Y,Y,Y,"
            "
한홀 소극장,FC002876,1,민간(대학로 외), ,96,031-796-6556,https://hanholthearter.modoo.at/,경기도 하남시 신장로 58(천현동),37.5353971,127.2109957,N,N,N,N,N,N,N,N,N,N,"
            "
달서아트센터 (구. 웃는얼굴아트센터),FC000183,3,공공(문예회관),2004,1667,053-584-8715,http://www.dscf.or.kr/pages/main/index.html,대구광역시 달서구 문화회관길 160 (장기동),35.84337790000001,128.52284439999994,N,N,N,Y,N,Y,Y,Y,Y,Y,"
            "
라온씨어터,FC004018,1,민간(대학로), ,0, , ,서울특별시 종로구 대학로10길 12 (동숭동) 3층,37.5816149,127.0028075,N,N,N,N,N,N,N,N,N,N,"
            "
별별마당 우금치,FC003225,1,민간(대학로 외),2015,100, ,https://linktr.ee/wukumchi1990,대전광역시 중구 중앙로112번길 15(대흥동),36.3267236,127.4230361,N,N,N,N,N,N,N,N,N,N,"
            "
소극장 연극바보들,FC002254,1,민간(대학로 외),2019,74,010-4610-8343,http://scmooha.com/,강원도 춘천시 서부대성로239번길 7 (효자동),37.8733467,127.7448361,Y,N,N,N,N,N,N,N,N,N,"
            "
두산아트센터,FC000402,3,민간(대학로 외),2007,920,02-708-5001,http://www.doosanartcenter.com/,서울특별시 종로구 종로33길 15 (연지동),37.571729,127.00118929999996,N,N,N,N,N,N,N,N,N,Y,"
            "
해피씨어터,FC001303,1,민간(대학로),2008,200,02-747-2070, ,서울특별시 종로구 대학로10길 5 (동숭동),37.5818197,127.00255949999996,N,N,N,N,N,N,N,N,N,N,"
            "
용인포은아트홀,FC000057,1,공공(문예회관),2012,1259,031-260-3351,http://yicf.or.kr/main/?skin=guide010101.htm,경기도 용인시 수지구 포은대로 499 (죽전동),37.3256631,127.10469480000006,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
가회당,FC003725,1,기타(비공연장), ,51, , ,경기도 수원시 팔달구 행궁로 33 (남창동),37.2795433,127.0150575,N,N,N,N,N,N,N,N,N,N,"
            "
전포와일드클럽,FC002942,1,기타(비공연장), ,0,010-6607-3313,https://www.spacecloud.kr/space/34797,부산광역시 부산진구 서전로37번길 14-1(전포동),35.1583946,129.0642014,N,N,N,N,N,N,N,N,N,N,"
            "
창작플랫폼 경험과 상상,FC001631,1,민간(대학로 외),2017,65,02-6949-2016,https://enitheater.modoo.at/?link=9chvvc5t,"서울특별시 영등포구 선유동2로 56 (당산동5가, 유원제일2차아파트)",37.532918,126.8988554,N,N,N,N,N,N,N,N,N,N,"
            "
물빛극장,FC003870,1,민간(대학로), ,60, , ,서울특별시 종로구 대학로8가길 129 (동숭동),37.5803062,127.0035291,N,N,N,N,N,N,N,N,N,N,"
            "
3.15아트센터,FC000877,3,공공(문예회관),2008,1747,055-719-7800,http://www.cwcf.or.kr/facility/facility_315art.asp,경상남도 창원시 마산회원구 삼호로 135 (양덕동),35.2258781,128.57720210000002,N,Y,N,N,N,Y,Y,N,N,Y,"
            "
예그린씨어터,FC001212,1,민간(대학로),2014,202,02-6673-0100,http://yegreen.creatorlink.net/,서울특별시 종로구 동숭길 130-5 (동숭동),37.5838441,127.00306009999997,N,N,N,N,N,Y,N,N,N,N,"
            "
성미산마을극장 향,FC000138,1,민간(대학로 외),2009,101,02-322-0345,http://cafe.naver.com/sungmisantheater.cafe,서울특별시 마포구 월드컵로26길 39 (성산동),37.5594242,126.90989319999994,N,N,N,N,N,N,Y,N,N,Y,"
            "
축제극장몸짓,FC000678,1,공공(기타),2010,124,033-251-0531,http://www.mimefestival.com/rent/introduce,강원도 춘천시 춘천로 112 (효자동),37.8729692,127.72758580000004,N,Y,N,N,N,N,N,N,N,Y,"
            "
소명아트홀 (구.메가폴리스아트홀),FC001106,1,민간(대학로 외),2023,112,043-222-1434,http://somyung.modoo.at/,충청북도 청주시 상당구 중앙로 30 (북문로2가),36.6396573,127.4889033,N,N,N,N,N,N,N,N,N,N,"
            "
쌍벽루아트홀,FC002372,1,공공(기타),2019,250,055-379-8560,https://www.yssisul.or.kr/stms/art/complexIntro,경상남도 양산시 신기강변로 26 (신기동),35.3501902,129.0339852,N,N,N,N,N,Y,N,N,Y,Y,"
            "
국립극단 [명동],FC000005,1,국립,2009,547,00-1644-2003,http://www.ntck.or.kr,서울특별시 중구 명동길 35 (명동1가),37.563999,126.98417380000001,N,Y,N,N,N,Y,Y,Y,Y,Y,"
            "
용인문화예술원,FC000664,1,공공(기타),2005,290,031-323-6371,https://www.yicf.or.kr/PageLink.do,경기도 용인시 처인구 중부대로 1199 (삼가동),37.2406893,127.17915360000006,N,N,N,N,N,Y,Y,Y,Y,Y,"
            "
청주예술의전당,FC000403,2,공공(문예회관),1995,2491,043-201-2304,https://www.cheongju.go.kr/ac/index.do,충청북도 청주시 서원구 흥덕로 69 (사직동),36.6420171,127.46975329999998,N,Y,N,Y,N,Y,Y,Y,N,Y,"
            "
소극장 함세상,FC001327,1,민간(대학로 외),2015,70,053-625-8251,http://www.hamsesang.com/,대구광역시 남구 명덕로 98 - 2,35.8566254,128.58077560000004,N,Y,N,N,N,N,N,Y,N,N,"
            "
예술극장 온,FC001389,1,민간(대학로 외),2007,70,053-424-8347, ,대구광역시 중구 경상감영길 294 (동인동2가),35.8704081,128.6118613,N,N,N,N,N,N,N,N,N,N,"
            "
경북고령대가야문화누리 (구. 대가야국악당),FC000863,3,공공(문예회관),2015,778,054-950-7014,http://art.goryeong.go.kr/content.html?md=0026,경상북도 고령군 대가야읍 왕릉로 30,35.7265848,128.2636126,N,Y,N,N,N,Y,Y,N,N,Y,"
            "
서빛마루문화예술회관,FC003465,1,민간(대학로 외), ,324, ,http://210.179.58.118/user/sub4030,광주광역시 서구 풍암공원로 30 (풍암동),35.1304664,126.8806018,N,N,N,N,N,N,N,N,N,N,"
            "
(재)영화의전당,FC000175,5,공공(문예회관),2011,4877,051-780-6000,http://www.dureraum.org/bcc/main/main.do?rbsIdx=1,부산광역시 해운대구 수영강변대로 120 (우동),35.1711778,129.12719560000005,N,Y,Y,N,Y,Y,Y,Y,Y,Y,"
            "
상상아트홀 [대전],FC000185,1,민간(대학로 외),2011,130,00-1899-4429,http://cafe.daum.net/sangsanghall,대전광역시 중구 대종로505번길 28(선화동),36.3288066,127.4234165,N,N,N,N,N,N,N,N,N,N,"
            "
창작공간 기차,FC002543,1,민간(대학로 외),2017,70,053-286-7879, ,대구광역시 남구 양지로 114 (대명동),35.8514637,128.5798559,N,N,N,N,N,N,N,N,N,N,"
            "
삼척문화예술회관,FC000355,3,공공(문예회관),1994,2778,033-572-1331, ,강원도 삼척시 엑스포로 45 (성남동),37.438147,129.16028989999995,N,N,N,N,N,Y,N,Y,N,Y,"
            "
봄내극장,FC000394,1,민간(대학로 외),2003,95,010-7273-8047,http://citf.or.kr/,강원도 춘천시 서부대성로 71 (옥천동),37.8824701,127.73133299999995,N,N,N,N,N,N,N,N,N,Y,"
            "
신촌문화발전소,FC001854,1,공공(기타),2018,50,02-330-4393,https://www.scas.or.kr/,서울특별시 서대문구 연세로2나길 57 (창천동),37.5578945,126.93978519999996,N,Y,N,N,N,Y,N,N,Y,Y,"
            "
예술의 전당 [광주] (구. 광주문화예술회관),FC000233,3,공공(문예회관),1991,2226,062-613-8333,https://gjart.gwangju.go.kr/intro.jsp,광주광역시 북구 북문대로 60 (운암동),35.1777124,126.88170230000003,N,Y,N,Y,Y,Y,Y,Y,Y,Y,"
            "
댕로홀,FC001099,1,민간(대학로),2005,83,070-8600-8342, ,서울특별시 종로구 대학로12길 50 (동숭동),37.5818195,127.00370980000002,N,N,N,N,N,N,N,N,N,N,"
            "
지인시어터(구. 알과핵소극장),FC000416,1,민간(대학로),1998,176,02-745-8833, ,서울특별시 종로구 동숭길 25 (동숭동),37.5798541,127.0035752,N,N,N,N,N,Y,N,N,N,Y,"
            "
의령군민문화회관,FC000241,1,공공(문예회관),1993,354,055-570-4922,http://culture.uiryeong.go.kr/,경상남도 의령군 의령읍 의병로24길 31-1,35.3176895,128.26483499999995,N,N,N,N,N,Y,Y,Y,N,Y,"
            "
초록씨어터,FC002854,1,민간(대학로), ,160,070-4870-1931,https://parangtheatre.modoo.at/,서울특별시 종로구 대학로 128(동숭동),37.5827051,127.0021572,N,N,N,N,N,N,N,N,N,N,"
            "
도파니아트홀,FC001507,1,민간(대학로 외),2005,90,055-238-2007,http://dopani.kr/,경상남도 창원시 의창구 창이대로113번길 20 (명서동),35.2430649,128.64817160000007,N,N,N,N,N,N,N,N,N,N,"
            "
창작소극장,FC001325,1,민간(대학로 외),1990,100,063-282-1810,https://www.facebook.com/%EC%B0%BD%EC%9E%91%EC%86%8C%EA%B7%B9%EC%9E%A5-375729442615468,전라북도 전주시 완산구 동문길 100 (경원동1가),35.8181057,127.14857289999997,N,N,N,N,N,N,N,N,N,N,"
            "
아산시 평생학습관(여성회관 아산아트홀),FC000908,2,공공(문예회관),1992,2008,041-537-3903,http://life.asan.go.kr/_kor/index.asp,충청남도 아산시 남부로 92 (용화동),36.7705363,126.99199020000003,N,N,N,N,N,Y,Y,Y,N,Y,"
            "
경기대학교 [서울],FC002320,1,민간(대학로 외),2012,100,02-390-5114,http://www.kyonggi.ac.kr/webService.kgu?menuCode=K00M00020301,서울특별시 서대문구 경기대로9길 24 (충정로2가) ,37.5653263,126.9624034,Y,Y,Y,N,N,Y,N,N,N,Y,"
            "
아르디ys아트홀,FC002973,1,민간(대학로 외), ,80, ,https://ardiysarthall.modoo.at/,경상남도 양산시 물금읍 증산역로 163,35.309495,129.0077204,N,N,N,N,N,N,N,N,N,N,"
            "
서울주문화센터,FC002626,2,공공(문예회관),2020,338,052-204-0318,https://wucc.or.kr/,울산광역시 울주군 언양읍 언양로 40-7,35.5612048,129.1313812,N,Y,N,N,N,Y,N,N,N,Y,"
            "
스페이스 아텔 (space Artel),FC004061,1,민간(대학로 외), ,0, ,https://www.instagram.com/artel_frontdesk,서울특별시 성북구 보문로34다길 31 (동선동3가),37.5926264,127.0208992,N,N,N,N,N,N,N,N,N,N,"
            "
비오케이아트센터(BOK아트센터),FC002305,2,민간(대학로 외),2019,220,044-868-3956,http://www.bokartcenter.co.kr,세종특별자치시 국책연구원3로 12 (반곡동),36.4922533,127.3032718,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,"
            "
창녕문화예술회관,FC000790,3,공공(문예회관),2012,692,055-530-1911,http://art.cng.go.kr,경상남도 창녕군 창녕읍 군청1길 35,35.5446712,128.4901958,N,N,N,Y,Y,Y,N,Y,N,Y,"
            "
우리소극장 [대학로],FC002820,1,민간(대학로), ,114,070-4618-5632,https://blog.naver.com/marupro01,서울특별시 종로구 이화장길 86-11(동숭동),37.5792262,127.0051573,N,N,N,N,N,N,N,N,N,N,"
            "
경상남도문화예술회관,FC001701,4,공공(문예회관),1988,1528,00-1544-6711,https://artcenter.gyeongnam.go.kr/main.do,경상남도 진주시 강남로 215 (칠암동) 경남문화예술회관,35.1872624,128.09176509999998,N,N,N,N,N,Y,N,N,N,Y,"
            "
이천아트홀,FC000824,3,공공(문예회관),2009,1651,031-644-2100,https://art.icheon.go.kr/files/intro_02_01.php,경기도 이천시 부악로 40 (중리동),37.2711919,127.43434869999999,N,N,N,Y,N,Y,Y,Y,Y,Y,"
            "
의성청소년문화의집,FC002802,1,기타(비공연장), ,300,054-830-5516, ,경상북도 의성군 의성읍 후죽4길 6,36.3533218,128.696478,N,N,N,N,N,N,N,N,N,N,"
            "
동덕여대공연예술센터,FC000528,1,민간(대학로),2001,411,02-940-4578,https://www.dongduk.ac.kr/kor/intro/subinstitute05.do,서울특별시 종로구 동숭길 126 (동숭동),37.5836998,127.0032999,N,N,N,N,N,Y,N,Y,N,Y,"
            "
빛고을국악전수관,FC000436,1,공공(기타),2002,156,062-350-4557, ,광주광역시 서구 풍금로 182 (금호동),35.1320275,126.85982430000001,N,N,N,N,N,Y,Y,Y,N,Y,"
            "
제주특별자치도 설문대여성문화센터,FC000918,1,공공(기타),2010,810,064-710-4202,http://swcenter.jeju.go.kr/,제주특별자치도 제주시 선덕로8길 12 (연동),33.4844207,126.50059499999998,N,N,N,N,N,Y,N,N,N,Y,"
            "
영도문화예술회관,FC000828,3,공공(문예회관),2009,1188,051-419-5571,http://www.yeongdo.go.kr/culture.web,부산광역시 영도구 함지로79번길 6 (동삼동),35.0753352,129.06601109999997,N,N,N,N,Y,N,Y,N,N,Y,"
            "
예술나눔 터,FC000182,1,민간(대학로 외),2003,106,00-1661-1178,http://www.artnanum.com/main/main.php,충청북도 청주시 상당구 중앙로 30 (북문로2가),36.6396741,127.48890740000002,N,N,N,Y,N,N,N,N,Y,Y,"
            "
예주문화예술회관,FC000548,2,공공(문예회관),2004,685,054-730-7774,http://art.yd.go.kr/,경상북도 영덕군 영해면 318만세길 36,36.529789,129.40498860000002,N,N,N,N,N,Y,Y,Y,N,Y,"
            "
인천수봉문화회관,FC000219,2,공공(문예회관),1982,160,032-873-5174,http://artin.or.kr/artin_new.htm,인천광역시 남구 수봉안길 78 (숭의동),37.4615074,126.66226830000005,N,N,N,N,N,Y,Y,Y,N,Y,"
            "
"정극장 (구. M시어터, 구.하모니아트홀)",FC001172,1,민간(대학로),2012,118,02-6221-6485, ,서울특별시 종로구 대학로12길 69 (동숭동),37.5818321,127.00342699999999,N,N,N,N,N,N,N,N,N,Y,"
            "
통진두레문화센터,FC001198,1,공공(기타),2008,217,031-983-3460,https://www.gcf.or.kr/main/?mc_code=1413,경기도 김포시 통진읍 김포대로 2347-8,37.6953025,126.58772069999998,N,N,N,N,N,Y,Y,N,Y,Y,"
            "
나온씨어터,FC000180,1,민간(대학로),2008,105,02-3675-3677,http://naontheater20.modoo.at,서울특별시 종로구 혜화로9길 7 (명륜1가),37.5876677,126.99939259999996,N,N,N,N,N,N,N,N,N,N,"
            "
포항문화예술회관,FC001191,3,공공(문예회관),1995,1537,054-289-7999,https://culturalspace.phcf.or.kr/munhwaArtCenter/subMain.do,경상북도 포항시 남구 희망대로 850 (대도동),36.009548,129.3659927,N,Y,N,N,N,Y,N,N,Y,Y,"
            "
성북구민회관,FC001423,1,공공(기타),1990,750,02-924-6781,https://www.sbculture.or.kr/culture/main/contents.do?menuNo=500219,서울특별시 성북구 성북로4길 177 - 0 성북구민회관,37.589116,127.01821459999996,N,N,N,N,N,N,N,N,N,Y,"
            "
노적봉관광안내소 [목포],FC004072,1,기타(비공연장), ,0, , ,전라남도 목포시 유달로 122 (측후동),34.7888061,126.3811402,N,N,N,N,N,N,N,N,N,N,"
            "
